"Arrival Date","Bol Number","Carrier SCAC Code","Company Address","Company Country","Company Country Code","Company Website","Company Contact Info","Company Name","Company Total Shipments","Container Size","Container Type","Destination Port","Destination Port Code","Departure Port","Departure Port Code","Estimated Arrival Date","HS Code Full Description","HS Code","HS Code Description","Last Visit Foreign Port","Master Bol Number","Marks & Numbers","Marks Numbers Raw","Notify Party Address","Notify Party Country Code","Notify Party Name","Product Description","Product Description Raw","Quantity","Quantity Unit","Supplier Address","Supplier Country","Supplier Country Code","Supplier Name","Supplier Website","Supplier Contact Info","Supplier Total Shipments","TEU","Vessel Code","Vessel Name","Voyage","Weight"
"2024/05/24","VSTA91351P","Vsta, Vista Transportation Inc","27 East 33Rd Street","United States","US","","Phone Numbers:  --- Emails: ","Moscahlades Bros Inc","327","4000*900*800","45R1","New York/Newark Area, Newark, Nj","4601","Piraieus","48452","20240522","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Cheese and curd ; Fresh (unripened or uncured) cheese, including whey cheese, and curd","040610","Fresh (unripened or uncured) cheese, including whey cheese, and curd","","COSU6383252640","","","27 East 33Rd Street","US","Moscahlades Bros Inc","Cheese","Cheese","422","PKG","Cheese Industry Parapotamos Trikala 42101 Po Box 34756 Gr","Greece","GR","Thessaliko Trikalon S A","","Phone Numbers:  --- Emails: ","107","1.5","Cma Cgm Lapis","Cma Cgm Lapis","0ub3r","10862"
"2024/05/24","OOLU2735966230","Oolu, Orient Overseas Container Line Inc","No 27 Fuh Chyang Rd Guantian D Tainan Taiwan","United States","US","","Phone Numbers:  --- Emails: ","Shin Agri Tech Co Ltd","11","4000*900*800,4000*900*800,4000*900*800,4000*900*800,4000*900*800,4000*900*800,4000*900*800,4000*900*800,4000*900*800,4000*900*800,4000*900*800,4000*900*800,4000*900*800,4000*900*800","45G1,45G1,45G1,45G1,45G1,4500,45G1,45G1,45G1,45G1,4500,45G1,45G1,45G1","Seattle, Wa","3001","Vancouver, Bc","12493","20240524","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavored or containing added fruit, nuts or cocoa ; Other","040390","Other","","OOLU2735966230","","","No 27 Fuh Chyang Rd Guantian D Tainan Taiwan","US","Shin Agri Tech Co Ltd","Distillers Dried Grains Solubles","U.S. Distillers Dried Grains With Solubles","14","BLK","5500 Cenex Drive Inver Grove Heights Mn United States","Canada","CA","Chs Inc","","Phone Numbers:  --- Emails: ","612","28.35","9979266","Oocl Veracruz","001w","367095"
"2024/05/24","OOLU2736350571","Oolu, Orient Overseas Container Line Inc","Taiwan 17 F No 87 Songjiang Rd Zhuyu Taipei Taiwan","United States","US","","Phone Numbers:  --- Emails: ","Charoen Pokphand Enterprise","190","4000*900*800,4000*900*800,4000*900*800,4000*900*800,4000*900*800,4000*900*800,4000*900*800,4000*900*800,4000*900*800","45G1,4510,45G1,45G1,45G1,4510,45G1,45G1,45G1","Seattle, Wa","3001","Vancouver, Bc","12493","20240524","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavored or containing added fruit, nuts or cocoa ; Other","040390","Other","","OOLU2736350571","","","","","","Distillers Dried Grains Solubles","U.S. Distillers Dried Grains With Solubles","9","BLK","5500 Cenex Drive Inver Grove Heights Mn United States","Canada","CA","Chs Inc","","Phone Numbers:  --- Emails: ","612","18.22","9979266","Oocl Veracruz","001w","235997"
"2024/05/24","ONEYPIRE01423800","Oney","1270 Valley Brook Ave Unit 100B Ly Ndhurst Lyndhurst Nj 07071 Us","United States","US","","Phone Numbers:  --- Emails: ","Loumidis Foods Inc","1524","4000*907*802","4FR0","New York/Newark Area, Newark, Nj","4601","Piraieus","48452","20240523","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Cheese and curd ; Fresh (unripened or uncured) cheese, including whey cheese, and curd","040610","Fresh (unripened or uncured) cheese, including whey cheese, and curd","","ONEYPIRE01423800","","Nm Nm Nm Nm Nm Nm Nm Nm","1270 Valley Brook Ave Unit 100B Ly Ndhurst Lyndhurst Nj Nj07071 Us","US","Loumidis Foods Inc","Cheese Kefalotyri Cheese Graviera Cheese Feta Cheese Subst White Balkan Mizithra Cheese White Sheep Cheese Grilled Cheese Tea","Cheese Kefalotyri Cheese Graviera Cheese Feta Cheese Subst White Balkan Mizithra Cheese White Sheep Cheese Grilled Cheese Tea","1624","PKG","Pili Trikala Trikala 421-00 Gr","Greece","GR","Hellenic Dairies S A","","Phone Numbers:  --- Emails: ","109","2","9386495","Cma Cgm Lapis","010w","22470"
"2024/05/24","SMLU8062641A","Smlu, Seaboard Marine Ltd","13300 Nw 25Th St Miami Fl 33182 Usa","United States","US","","Phone Numbers:  --- Emails: ","Goya Foods Of Florida","52205","4000*900*800","4510","Miami, Fl","5201","Rio Haina","24741","20240522","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Milk and cream, concentrated or containing added sugar or other sweetening matter ; Other ; Not containing added sugar or other sweetening matter","040291","Not containing added sugar or other sweetening matter","","SMLU8062641A","Svc","Svc 202301124","10205 Nw 108 Ave Ste 1 Miami Fl 33178 Usa","US","Customized Brokers Inc","Cont Cream Coconut","Cases Cont. 24 211X413 15 Oz Cream Of Coconut","1920","CAS","Km 17 Autopista 6 De Noviembre San Cristobal Dom","Panama","PA","Goya Santo Domingo Sa","","Phone Numbers:  --- Emails: ","12457","2","9347750","Lena","269","23411"
"2024/05/24","MEDUF2517508","Medu, Bcsl Us-Med Line Ltd.","2302 W Marshall Dr Grand Prairie Tx 75051 United State","United States","US","","Phone Numbers:  --- Emails: ","C4 Furniture Warehouse","4778","4000*900*800,4000*900*800","45104510","Long Beach, Ca","2709","Vung Tau","55206","20240520","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Milk and cream, concentrated or containing added sugar or other sweetening matter ; In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 percent ; Not containing added sugar or other sweetening matter","040221","Not containing added sugar or other sweetening matter","","MEDUF2517508","Home Zone Group Name Desc Color Vietnam","Home Zone Po#: It Em#: Group Name: Desc.: Color: Qty : Made In Vietnam Same Same","2302 W Marshall Dr Grand Prairie Tx 75051 United State","US","C4 Furniture Warehouse","Rail Truck Door Grand Prairie Long Beach Sofa Bed These Shipments Ontain Solid Wood Packi","Freight Collect Rail/Truck /Door Grand Prairie, Tx Vi A Long Beach 888 Sofa Bed As Per Po #Jm-012624-7,Jm- 012624-8 These Shipments C Ontain No Solid Wood Packi Ng Materials","224","CTN","Lot 2A6-2A7 Road Cn5 Cn7-Cn12 Ta Binh Duong 57 Viet Nam","Vietnam","VN","Bridger Upholstery Co Ltd","","Phone Numbers:  --- Emails: ","456","3","9930961","Msc C. Montaine","416a","12392"
"2024/05/24","MAEU238717463","Maeu, Maersk Lines, Inc.","30 S Wacker Dr Chicago 60606-7413","United States","US","","Phone Numbers:  --- Emails: ","Bel Brands Usa","2389","4000*906*802","4ER0","New York/Newark Area, Newark, Nj","4601","Tanger","71425","20240524","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Cheese and curd ; Fresh (unripened or uncured) cheese, including whey cheese, and curd","040610","Fresh (unripened or uncured) cheese, including whey cheese, and curd","","MAEU238717463","","","701 Newark Ave Elizabeth 07208-3550","US","All Ways Nj","Spread Cheese","Spread Cheese Ref 4501205635","7280","CTN","S/N Rue De Liban Tangier City 90000","Morocco","MA","Siepf","","Phone Numbers:  --- Emails: ","130","1.5","9190779","Lica Maersk","419w","16446"
"2024/05/24","DMALLEHA53078","Dmal, Danmar Lines Ltd","Level 2 262 Lorimer St","United States","US","","Phone Numbers:  --- Emails: ","Calendar Cheese Co Pty Ltd","46","4000*900*800","45R7","New York, Ny","1001","Le Havre","42737","20240509","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Cheese and curd ; Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti ","040640","Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti","","CMDULHV3404850","Fromageries Papillon","Fromageries Papillon","Level 2 262 Lorimer St","US","Calendar Cheese Co Pty Ltd","Roquefort Aop Lait Cru","Roquefort Aop Au Lait Cru","404","PKG","Avenue De Lauras 4 Impasse Route De Tiergues","France","FR","Fromageries Papillon","","Phone Numbers:  --- Emails: ","176","1.5","9690107","Seatrade Red","0rpg5","532"
"2024/05/24","HLCUKL1240411825","Hlcu, Hapag-Lloyd A G","3400 Lawson Blvd Oseanside Ny 11572 Usa Tel 718 439 3900 Natarsfoodgmail Com","United States","US","","Phone Numbers:  --- Emails: ","Natars Ny Food Corp","198","4000*900*800","4532","New York/Newark Area, Newark, Nj","4601","Stadersand","42879","20240522","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Butter and other fats and oils derived from milk; dairy spreads ; Butter","040510","Butter","","HLCUKL1240411825","","","1600 Lower Road Suite 4B Linden Nj 07036 Tel 908 543 8001 Romanalliedchb Com","US","Allied Chb Inc","Assorted Dairy Assorted Dairy","Assorted Dairy Products On 23 Pallets Assorted Dairy Products Hs 0405101100 Gw 1078.00 Kg; Hs 0405203000 Gw 474.00 Kg; Hs 0406105002 Gw 5831.00 Kg; Hs 0406105009 Gw 1836.00 Kg; Hs 0406108000 Gw 199.00 Kg; Hs 1806310000 Gw 2529.00 Kg; Hs 1806909000 Gw 132.00 Kg","7670","PCS","Ul Stefana Okrzei 1A 10P 03-715 Warszawa Poland Nip 1133066398","Lithuania","LT","Meltita Sp Z O O","","Phone Numbers:  --- Emails: ","25","1.5","9447859","Teno","009w","12079"
"2024/05/24","SBYEBSYX2404495A","Sbye","Llc 1 Cardinal Dr Little Falls Nj 0742 4 U S A Litle Falls Us","United States","US","","Phone Numbers:  --- Emails: ","Votum Enterprises","801","4000*900*800,4000*900*800","45004500","Long Beach, Ca","2709","Ningpo","57020","20240519","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavored or containing added fruit, nuts or cocoa ; Other","040390","Other","","CMDUNGP1042782","","","Llc 1 Cardinal Dr Little Falls Nj 0742 4 U S A Litle Falls Us","US","Votum Enterprises","Nail Pol Highlighter Water Col Brushpen Markers Glitter Gel Pens Mini Highlighter Sketchbook Gel Pens Gel Pens Quick Dry Highlighters Markers Reusable Flat Highlgither","S/6 Nail Pol Highlighter S/12 Water Col Brushpen S/24 Markers In Pp Case S/12 Glitter Gel Pens 10 Mini Highlighter 9 X 12 Sketchbook W / Gel Pens S/30 Gel Pens In Pp Case S/12 Quick Dry Highlighters S/36 Markers In Reusable Case S/5 Flat Highlgither","2025","CTN","Rm302 #12 Building Xin Long Hua F U Westzone #98 Lushan East Road B Eilun Ningbo Zhejia Ningbo Cn","China","CN","Ningbo Co Wellimport&Exportco Ltd","","Phone Numbers:  --- Emails: ","19","3","9516404","Cosco Belgium","070e","20472"
"2024/05/24","PSEAGLAX24041038","Psea","Unit B Moorpark California 93021 United States Of America","United States","US","","Phone Numbers:  --- Emails: ","Emcod Add 646 Flinn Ave","6","4000*900*800","45G0","Long Beach, Ca","2709","","57073","20240523","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Milk and cream, concentrated or containing added sugar or other sweetening matter ; In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 percent ; Not containing added sugar or other sweetening matter","040221","Not containing added sugar or other sweetening matter","","EGLV147400326063","Emcodinc","Emcodinc","","","","Plts Transformer Shi Pment Solid Wooden Scac Psea Ams Pseaglax","375Ctns S.T.B. 6Plts Transformer This Shi Pment Contains No Solid Wooden Packing Materials Scac Code:Psea Ams No:Pseaglax2404103 8","375","CTN","6Th Floor Building 9 No 115 Zhancha1St Road Chancheng Foshan Guangdong China","China","CN","Foshan Ouli Electronic Co Ltd","","Phone Numbers:  --- Emails: ","12","1.5","Oocl Poland","Oocl Poland","043e","7106"
"2024/05/24","IILU135175800","Iilu, Independent Container Line Ltd","7301 East County Road 142 Blytheville Ar 72315 Usa","United States","US","","Phone Numbers:  --- Emails: ","Nucor Steel Arkansas","1446","4000**","","Wilmington, Nc","1501","Anvers","42305","20240524","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included ; Other","040490","Other","","IILU135175800","Nucor Steel Arkansas East Blyt Heville Usa Via Wilmington Skid Dimensions Germany","Nucor Steel Arkansas 7301 East Cr 142 Blyt Heville, Ar 72315 Usa Via Wilmington P.O. 120034781 Skid No. .../... Dimensions ...Mm Gross ... Kgs Made In Germany","171 Internationale Blvd Glendale Heights Il60139-2092 Usa-Ctc:Linda","US","As Customs Broker Rs Express Inc","Work Roll Roll Tariff Fre Ight","4 Pieces Work Roll F5-F6 As Per Inv. No. 38 358 . Roll Number: 2023/9313/1/05, 2023/9 313/1/09, 2023/9313/1/10, 2023/9313/1/12,. Us Customs Tariff No. 8455 30 00 85 . Fre Ight Prepaid","4","SHT","Huettenweg 5 57250 Netphen Germany","Belgium","BE","Irle Rolls Gmbh","","Phone Numbers:  --- Emails: ","46","4.28","9246700","Independent Quest","947w","37901"
"2024/05/24","CFIQCFI13156324","Cfiq, Certified Warehouse & Transfer Co","1433 Fulton Ave Sacramentoca 95825 California Oakland Ca Port Sacramento Ca95825 Us","United States","US","","Phone Numbers:  --- Emails: ","Kabul Bazaar Llc","2","4000*900*800","4500","Oakland, Ca","2811","Serangoon Harbor","55900","20240524","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavored or containing added fruit, nuts or cocoa ; Yogurt","040310","Yogurt","","CMDUAKI0506935","","","","","","Dry Fruit","Dry Fruit","711","PKG","Tl 83212 Shar E Now Jnob Maiwand Bank Markaz Herat Herat - Afghanistkabul Afghanistan Af","Singapore","SG","Rahmat Momin Co Ltd","","Phone Numbers:  --- Emails: ","6","1.5","9839911","Cma Cgm Mexico","tu6ge","9949"
"2024/05/24","MAEU236929648","Maeu, Maersk Lines, Inc.","225 No 2 Village East Canje Berbice Guyana","United States","US","","Phone Numbers:  --- Emails: ","International Commodity Commerce Lot","48","4000*906*802","4ER0","New York/Newark Area, Newark, Nj","4601","Tanger","71425","20240524","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Cheese and curd ; Other cheese","040690","Other cheese","","MAEU236929648","","","225 No 2 Village East Canje Berbice Guyana","US","International Commodity Commerce Lot","Golden Arrow Cheedar Cheese Bib Eight","Golden Arrow Cheedar Cheese 20Kg (Bib) Per Carton Net W Eight: 25,200.000 Kgs","1260","CTN","60 Paya Lebar Road #12-55 Paya Lebar Square Singapore 409051","Malaysia","MY","Dieumot Pte Ltd","","Phone Numbers:  --- Emails: ","3","2","9190779","Lica Maersk","419w","25830"
"2024/05/24","VSTA91349P","Vsta, Vista Transportation Inc","27 East 33Rd Street","United States","US","","Phone Numbers:  --- Emails: ","Moscahlades Bros Inc","327","4000*900*800","45R1","New York/Newark Area, Newark, Nj","4601","Piraieus","48452","20240522","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavored or containing added fruit, nuts or cocoa ; Yogurt","040310","Yogurt","","COSU6383252640","","N/A N/A","27 East 33Rd Street","US","Moscahlades Bros Inc","Cheeese Yogurt","Cheeese Yogurt","280","PKG","Makrichori Larissa 40006 Greece","Greece","GR","Tempi Greek Dairy Products","","Phone Numbers:  --- Emails: ","22","1.5","Cma Cgm Lapis","Cma Cgm Lapis","0ub3r","2950"
"2024/05/24","YCLNKR17490235","Ycln","333 Stake Rd Carlstadt Nj 07072 Te L 1-201-636-8000","United States","US","","Phone Numbers:  --- Emails: ","Grand Bk Corp","3047","2000*806*802","2CG0","New York/Newark Area, Newark, Nj","4601","Pusan","58023","20240528","","040130","","","ONEYSELE69606700","","","333 Stake Rd Carlstadt Nj 07072 Te L 1-201-636-8000","US","Grand Bk Corp","Plum Beverage","Plum Beverage 175Ml 15 6","890","CTN","7 Olympic-Ro 48-Gil Gangdong-Gu Seoul Korea Tel 02-2225-2300 Fax 070-4170-4592","Republic Of Korea","KR","Nh Trade Co Ltd","","Phone Numbers: ,  --- Emails: ","3439","1","Al Qibla Express","Al Qibla Express","031e","17446"
"2024/05/24","MCLMSHNYC2404065","Mclm, Mcclintock Express Inc","3925 Cypress Drive Petaluma Ca 94954","United States","US","","Phone Numbers:  --- Emails: ","Natural Comfort Inc","558","4000*806*800","42G0","New York/Newark Area, Newark, Nj","4601","Shanghai","57035","20240522","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included ; Other","040490","Other","","YMJAE236314965","Party Natural Comfort Cypre Quarter Historic Desc Roduction Size Color Quantity Wei Ght Dimensions","Notify Party Natural Comfort Inc. 3925 Cypre Quarter Date Item Historic Item Desc P Roduction Po Size Color Quantity Net Wei Ght Gross Weight Box Dimensions Carton","1800 Century Park East Ste 1100 Los Angeles Ca 90067","US","Wells Fargo Bank","Blanket Flat Sheet Additional Drive Petaluma Jinny Thenatural","Blanket,Flat Sheet Po S000043169 Additional Ss Drive, Petaluma, Ca 94954. Tel 1-707-762- 3188. Fax1- 415-520-1930. Jinny@Thenatural","118","CTN","No 1 Xiwang Avenue Tinghu Economic Development Zone Yancheng","China","CN","Yancheng Eco Comfort Textiles","","Phone Numbers:  --- Emails: ","855","1.5","9525924","Al Qibla Express","031e","1860"
"2024/05/24","SWJTBLR2402102","Swjt","208 Main Ave Defiance Ia 51527 Usa","United States","US","","Phone Numbers:  --- Emails: ","Smitty Bee Honey Inc","272","4000*806*800,4000*806*800","","Norfolk, Va","1401","Mundra","53306","20240530","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Natural honey","040900","Natural honey","","HLCUDE1240416141","Hbl","As Per Hbl","399 Market Street Suite 220 Philadelphia Pa 19106","US","721 Logistics Llc","Natural Honey","100% Natural Honey","124","PKG","Khasra No 560 564 Village Tehra Lodha Agra Road Nh 21 Bharatpur","India","IN","Brij Honey Pvt Ltd","","Phone Numbers:  --- Emails: ","670","4","Suape Express","Suape Express","005w","39370"
"2024/05/24","ONEYRTME13723600","Oney","222 Jacobs Street Cambridge Ma 02141 Us","United States","US","","Phone Numbers:  --- Emails: ","Philips Medical Systems Andover","19483","4000*900*800","45G1","New York/Newark Area, Newark, Nj","4601","Rotterdam","42157","20240521","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Cheese and curd ; Fresh (unripened or uncured) cheese, including whey cheese, and curd","040610","Fresh (unripened or uncured) cheese, including whey cheese, and curd","","ONEYRTME13723600","Netherlands","Made In: The Netherlands","2600 Ellsmere Ave Norfolk Va 23513 Us","US","Fedex Trade Networks Transport & Br","Upgrade","Upgrade To Mr 7700 23 Pieces Invoice(S): 9091","23","UNT","Veenpluis 4-6 Best Nb 5864 Pc Nl","Norway","NO","Philips Medical Systems Nl Bv","","Phone Numbers:  --- Emails: ","4608","1.5","9447859","Teno","009w","4304"
"2024/05/24","MAEU238882768","Maeu, Maersk Lines, Inc.","Cod Sp Americold District N 6 East Region 501 Kentile Road 07080 South Plainfield Nj","United States","US","","Phone Numbers:  --- Emails: ","Latteria Soresina Usa Inc","380","4000*906*802","4ER0","New York/Newark Area, Newark, Nj","4601","Algeciras","47031","20240524","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Cheese and curd ; Other cheese","040690","Other cheese","","MAEU238244798","","","Cod Sp Americold District N 6 East Region 501 Kentile Road 07080 South Plainfield Nj","US","Latteria Soresina Usa Inc","Parm Regg Usa Parmigi Ano Reggiano Parmigiano Regg Iano Spic Parmigiano Reggiano Parmigiano Reggiano Forme Scelte Par Migiano Reggiano Forme Scelte Parmig Reg Parmigiano Reggiano Cheese Gorg Dop Rgento Gorgonzola Cheese","Parm. Regg. Usa Pv Sv 200 G 15 Xc - Hs Code 04069061 Parmigi Ano Reggiano Tr.1/4 2Xc - Hs Code 04069061 Parmigiano Regg Iano Spic.900 G 8Xc - Hs Code 04069061 Parmigiano Reggiano 150P 1/8 2Xc - Hs Code 040690 61 Parmigiano Reggiano Forme Scelte - Hs Code 04069061 Par Migiano Reggiano Forme Scelte 17/ - Hs Code 04069061 Parmig Reg. So. 500G Pf Sv 12Xc - Hs Code 04069061 (Parmigiano Reggiano Cheese) Gorg.Dop A Rgento 1/8 X 4 4Xc Hs Code 0 4064050 (Gorgonzola Cheese)","1405","PKG","Via Dei Mille 13/17 26015 Soresina Cr - Italy","Spain","ES","Latteria Soresina Soc Coop Agricol","","Phone Numbers:  --- Emails: ","655","2","9190779","Lica Maersk","419w","23864"
"2024/05/24","DMALLEHA52213","Dmal, Danmar Lines Ltd","Level 2 262 Lorimer St","United States","US","","Phone Numbers:  --- Emails: ","Calendar Cheese Co Pty Ltd","46","4000*900*800","45R7","New York, Ny","1001","Le Havre","42737","20240509","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Cheese and curd ; Fresh (unripened or uncured) cheese, including whey cheese, and curd","040610","Fresh (unripened or uncured) cheese, including whey cheese, and curd","","CMDULHV3404850","Fromageries Papillon","Fromageries Papillon","Level 2 262 Lorimer St","US","Calendar Cheese Co Pty Ltd","Cheese","Cheese","3814","PKG","1 Rue Du Poitou Bat D8","France","FR","Dexpa","","Phone Numbers:  --- Emails: ","3459","1.5","9690107","Seatrade Red","0rpg5","9809"
"2024/05/24","MEDUVF225381","Medu, Bcsl Us-Med Line Ltd.","7712 Densmore Avenue Van Nuys Ca 91406 United States","United States","US","","Phone Numbers:  --- Emails: ","B&I Overseas Trade Inc","2621","4000*900*800","4532","Boston, Ma","0401","Memel","45101","20240523","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Cheese and curd ; Fresh (unripened or uncured) cheese, including whey cheese, and curd","040610","Fresh (unripened or uncured) cheese, including whey cheese, and curd","","MEDUVF225381","","","Suite 2 & 6 6 Mars Court Boonton Nj 07005 United States","US","Continental Forwarding Inc","Prepared Preserved Fish Caviar Caviarsubs Fish Pasta Whether Cooked Stuffed Withmeat Crepes Ice Cream Other Edible Ice Whether Con Ice Cream Bread Pastry Cakes Biscuits Other Bakers Lavash Cheese Curd Fresh Unripened Uncured Farmer Cheese Butter Other Fats Oils Derived From Milk Butter Cheese Curd Fresh Unripened Uncured Cheesecake Bars","Prepared Or Preserved Fish; Caviar And Caviarsubs - Fish Products Pasta, Whether Or Not Cooked Or Stuffed (Withmeat - Crepes Ice Cream And Other Edible Ice, Whether Or Not Con - Ice Cream Bread, Pastry, Cakes, Biscuits And Other Bakers W - Lavash Cheese And Curd- Fresh (Unripened Or Uncured)Ch - Farmer Cheese Butter And Other Fats And Oils Derived From Milk; - Butter Cheese And Curd- Fresh (Unripened Or Uncured)Ch - Cheesecake Bars Total 3886Total 14914 K G","3886","BOX","S Dariaus Ir S Gireno G1 Kedainiai Ku 57151 Lithuania","Lithuania","LT","Vikeda Uab","","Phone Numbers:  --- Emails: ","325","1.5","9227314","Msc Zlata R.","417a","14913"
"2024/05/24","CHSL472199625ANR","Chsl, Chisley Motor Coaches","580 Chelsea St","United States","US","","Phone Numbers:  --- Emails: ","Lufthansa German Airlines Lsg Sky C","1013","4000*900*800","4510","Boston, Ma","0401","Anvers","42305","20240520","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Butter and other fats and oils derived from milk; dairy spreads ; Butter","040510","Butter","","MEDUAX816435","Bos Delivery Notes","Bos 30 04 14H Delivery Notes 0080810623 0080810633 0080810648 0080811000 0080811300 0080811301","","","","Airline Catering Provisions","Airline Catering Provisions","20","PKG","Building C Frankfurter Strasse 233","Germany","DE","Dester Gmbh Triforum Office Campus","","Phone Numbers:  --- Emails: ","195","2","9227314","Msc Zlata R.","nn417","18272"
"2024/05/24","MEDUF2522268","Medu, Bcsl Us-Med Line Ltd.","2302 W Marshall Dr Grand Prairie Tx 75051 United State","United States","US","","Phone Numbers:  --- Emails: ","C4 Furniture Warehouse","4778","4000*900*800,4000*900*800","45104510","Long Beach, Ca","2709","Vung Tau","55206","20240520","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Milk and cream, concentrated or containing added sugar or other sweetening matter ; In powder, granules or other solid forms, of a fat content, by weight, exceeding 1.5 percent ; Not containing added sugar or other sweetening matter","040221","Not containing added sugar or other sweetening matter","","MEDUF2522268","Descr Iption Color Cartonsize Etnam","Po#: Item#: Descr Iption: Color: Qt Y: Cartonsize: N Et Weight: Gross Weight: Made In V I Etnam Same","2302 W Marshall Dr Grand Prairie Tx 75051 United State","US","C4 Furniture Warehouse","Rail Truck Door Grand Prairie Los Hlm Sofa Sets These Shipments Solid Wood Pac King","Freight Collect Rail/Truck /Door Grand Prairie, Tx Vi A Los Hlm033 Sofa Sets As Per Po#Hl20231122Hz-7,Hl20 231122Hz-8 These Shipments Contain No Solid Wood Pac King Materials","275","CTN","Lot F5 D4 Street Minh Hung Iii In Binh Phuoc 41 Viet Nam","Vietnam","VN","High Line Smart Home Vietnam Compan","","Phone Numbers:  --- Emails: ","1548","3","9930961","Msc C. Montaine","416a","8598"
"2024/05/24","TSUS401375AA","Tsus","20 West 22Nd Street Suite 1604 Ny 10010 New York Us","United States","US","","Phone Numbers:  --- Emails: ","Materne North America Corp","3135","4000*900*800","45G1","New York/Newark Area, Newark, Nj","4601","Le Havre","42737","20240521","Dairy produce; birds eggs; natural honey; edible products of animal origin, not elsewhere specified or included ; Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavored or containing added fruit, nuts or cocoa ; Yogurt","040310","Yogurt","","ONEYLEHE12220600","Addressed","As Addressed","","","","Yogurtz Ggs Smoothiez","Yogurtz Ggs Smoothiez Hs Code 0403109000","4607","PKG","2 Rue Du Cap Rex Combs Chef Du Pont 50480 Ste Mere Eglise Fr","France","FR","Mont Blanc","","Phone Numbers:  --- Emails: ","889","1.5","Teno","Teno","009w","14523"
